"low_limit" "error"
0.99 0.884307638777369
0.98 0.912140340079315
0.97 0.959687449120814
0.96 0.80124902496041
0.95 0.780384520605072
0.94 0.800624756049932
0.93 0.837257427557381
0.92 0.784219357067915
0.91 0.768765243751308
0.9 0.781024967590666
0.89 0.75299402388067
0.88 0.766811580507234
0.87 0.819756061276768
0.86 0.846167832052251
0.85 0.831865373723419
0.84 0.850881895447309
0.83 0.844393273303388
0.82 0.836660026534081
0.81 0.884872872225162
0.8 0.913783344124856
